Year.ID.ForecastYear.Quarter,YEAR FORECAST MADE,YEAR BEING FORECAST,QUARTER,FORECASTER ID,INDUSTRY,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,INDICATOR,TDIST
2010-524-2010-2,2010,2010,2,524,2.0,0.0,0.0,20.0,40.0,30.0,10.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2010-527-2010-2,2010,2010,2,527,2.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2010-528-2010-2,2010,2010,2,528,1.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2010-532-2010-2,2010,2010,2,532,2.0,,,,,,,,,,,Unemployment,0.5
2010-535-2010-2,2010,2010,2,535,1.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2010-540-2010-2,2010,2010,2,540,2.0,0.0,10.0,40.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2010-541-2010-2,2010,2010,2,541,1.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2010-542-2010-2,2010,2010,2,542,1.0,5.0,10.0,35.0,30.0,15.0,5.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2010-546-2010-2,2010,2010,2,546,1.0,2.0,25.0,33.0,25.0,10.0,4.0,1.0,0.0,0.0,0.0,Unemployment,0.5
2010-548-2010-2,2010,2010,2,548,2.0,0.0,0.0,75.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2010-549-2010-2,2010,2010,2,549,1.0,0.0,20.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2010-551-2010-2,2010,2010,2,551,2.0,,,,,,,,,,,Unemployment,0.5
2010-553-2010-2,2010,2010,2,553,2.0,5.0,28.0,42.0,15.0,5.0,3.0,1.5,0.5,0.0,0.0,Unemployment,0.5
2010-555-2010-2,2010,2010,2,555,1.0,0.0,10.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2010-556-2010-2,2010,2010,2,556,1.0,5.0,20.0,35.0,25.0,10.0,5.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2010-557-2010-2,2010,2010,2,557,1.0,1.0,5.0,42.0,30.0,18.0,1.5,1.0,0.5,0.5,0.5,Unemployment,0.5
2010-558-2010-2,2010,2010,2,558,1.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2010-559-2010-2,2010,2010,2,559,1.0,,,,,,,,,,,Unemployment,0.5
2010-560-2010-2,2010,2010,2,560,2.0,0.0,0.0,0.0,0.0,5.0,25.0,25.0,25.0,15.0,5.0,Unemployment,0.5
2010-563-2010-2,2010,2010,2,563,2.0,0.0,0.04,1.56,49.64,48.24,0.52,0.0,0.0,0.0,0.0,Unemployment,0.5
2010-564-2010-2,2010,2010,2,564,2.0,0.0,2.0,75.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2010-407-2010-3,2010,2010,3,407,2.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-411-2010-3,2010,2010,3,411,2.0,,,,,,,,,,,Unemployment,0.25
2010-420-2010-3,2010,2010,3,420,2.0,,,,,,,,,,,Unemployment,0.25
2010-421-2010-3,2010,2010,3,421,2.0,0.0,15.0,40.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-422-2010-3,2010,2010,3,422,1.0,5.0,15.0,25.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-423-2010-3,2010,2010,3,423,2.0,0.0,10.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-424-2010-3,2010,2010,3,424,1.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-426-2010-3,2010,2010,3,426,2.0,5.0,50.0,35.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-428-2010-3,2010,2010,3,428,2.0,,,,,,,,,,,Unemployment,0.25
2010-446-2010-3,2010,2010,3,446,2.0,4.0,27.0,40.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-463-2010-3,2010,2010,3,463,2.0,0.0,25.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-472-2010-3,2010,2010,3,472,2.0,0.0,5.0,75.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-483-2010-3,2010,2010,3,483,3.0,5.0,15.0,45.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-484-2010-3,2010,2010,3,484,2.0,4.0,18.0,37.0,29.0,8.0,3.0,1.0,0.0,0.0,0.0,Unemployment,0.25
2010-498-2010-3,2010,2010,3,498,1.0,0.0,25.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-504-2010-3,2010,2010,3,504,1.0,0.0,20.0,65.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-507-2010-3,2010,2010,3,507,3.0,0.0,15.0,55.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-510-2010-3,2010,2010,3,510,2.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-518-2010-3,2010,2010,3,518,2.0,0.0,15.0,70.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-520-2010-3,2010,2010,3,520,2.0,0.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-527-2010-3,2010,2010,3,527,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-528-2010-3,2010,2010,3,528,1.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-532-2010-3,2010,2010,3,532,2.0,,,,,,,,,,,Unemployment,0.25
2010-535-2010-3,2010,2010,3,535,1.0,0.0,0.0,65.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-540-2010-3,2010,2010,3,540,2.0,0.0,10.0,45.0,35.0,10.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-546-2010-3,2010,2010,3,546,1.0,0.0,5.0,50.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-548-2010-3,2010,2010,3,548,2.0,0.0,5.0,85.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-549-2010-3,2010,2010,3,549,1.0,0.0,20.0,75.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-551-2010-3,2010,2010,3,551,2.0,,,,,,,,,,,Unemployment,0.25
2010-555-2010-3,2010,2010,3,555,1.0,0.0,25.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-556-2010-3,2010,2010,3,556,1.0,5.0,20.0,35.0,25.0,10.0,5.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-558-2010-3,2010,2010,3,558,1.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-560-2010-3,2010,2010,3,560,2.0,0.0,0.0,50.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-561-2010-3,2010,2010,3,561,2.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-563-2010-3,2010,2010,3,563,2.0,0.0,0.36,93.6,6.04,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-566-2010-3,2010,2010,3,566,2.0,0.0,5.0,55.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2010-407-2010-4,2010,2010,4,407,2.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-411-2010-4,2010,2010,4,411,2.0,0.0,20.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-420-2010-4,2010,2010,4,420,2.0,0.0,5.0,60.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-421-2010-4,2010,2010,4,421,2.0,0.0,0.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-422-2010-4,2010,2010,4,422,1.0,5.0,15.0,25.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-424-2010-4,2010,2010,4,424,1.0,0.0,5.0,90.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-426-2010-4,2010,2010,4,426,2.0,0.0,5.0,50.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-428-2010-4,2010,2010,4,428,2.0,,,,,,,,,,,Unemployment,0.0
2010-431-2010-4,2010,2010,4,431,1.0,0.0,0.0,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-446-2010-4,2010,2010,4,446,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-456-2010-4,2010,2010,4,456,1.0,0.0,1.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-463-2010-4,2010,2010,4,463,2.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-472-2010-4,2010,2010,4,472,2.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-483-2010-4,2010,2010,4,483,3.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-484-2010-4,2010,2010,4,484,2.0,1.0,17.0,64.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-498-2010-4,2010,2010,4,498,1.0,0.0,15.0,70.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-504-2010-4,2010,2010,4,504,1.0,0.0,20.0,65.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-506-2010-4,2010,2010,4,506,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-507-2010-4,2010,2010,4,507,3.0,0.0,0.0,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-508-2010-4,2010,2010,4,508,2.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-510-2010-4,2010,2010,4,510,2.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-516-2010-4,2010,2010,4,516,1.0,0.0,0.5,98.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-518-2010-4,2010,2010,4,518,2.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-520-2010-4,2010,2010,4,520,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-523-2010-4,2010,2010,4,523,2.0,0.72,10.79,35.97,35.97,10.79,3.6,1.44,0.72,0.0,0.0,Unemployment,0.0
2010-524-2010-4,2010,2010,4,524,2.0,0.0,0.0,20.0,40.0,30.0,10.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-526-2010-4,2010,2010,4,526,2.0,0.0,0.0,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-527-2010-4,2010,2010,4,527,2.0,0.0,15.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-528-2010-4,2010,2010,4,528,1.0,0.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-532-2010-4,2010,2010,4,532,2.0,,,,,,,,,,,Unemployment,0.0
2010-535-2010-4,2010,2010,4,535,1.0,0.0,0.0,98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-540-2010-4,2010,2010,4,540,2.0,0.0,10.0,45.0,35.0,10.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-541-2010-4,2010,2010,4,541,1.0,0.0,0.0,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-542-2010-4,2010,2010,4,542,1.0,5.0,10.0,35.0,30.0,15.0,5.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-546-2010-4,2010,2010,4,546,1.0,0.0,1.0,97.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-548-2010-4,2010,2010,4,548,2.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-549-2010-4,2010,2010,4,549,1.0,0.0,5.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-555-2010-4,2010,2010,4,555,1.0,0.0,10.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-556-2010-4,2010,2010,4,556,1.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-557-2010-4,2010,2010,4,557,1.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-558-2010-4,2010,2010,4,558,1.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-560-2010-4,2010,2010,4,560,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2010-563-2010-4,2010,2010,4,563,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.0
2011-407-2011-1,2011,2011,1,407,2.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-411-2011-1,2011,2011,1,411,2.0,0.0,0.0,5.0,20.0,45.0,30.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-420-2011-1,2011,2011,1,420,2.0,0.0,0.0,15.0,60.0,25.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-422-2011-1,2011,2011,1,422,1.0,2.0,3.0,10.0,15.0,37.0,30.0,3.0,0.0,0.0,0.0,Unemployment,0.75
2011-423-2011-1,2011,2011,1,423,2.0,1.0,5.0,20.0,58.636,12.0,3.0,0.3532,0.0107,0.0001,0.0,Unemployment,0.75
2011-424-2011-1,2011,2011,1,424,1.0,0.0,1.0,5.0,45.0,40.0,5.0,1.0,1.0,1.0,1.0,Unemployment,0.75
2011-426-2011-1,2011,2011,1,426,2.0,0.0,10.0,35.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-428-2011-1,2011,2011,1,428,2.0,,,,,,,,,,,Unemployment,0.75
2011-431-2011-1,2011,2011,1,431,1.0,0.0,10.0,20.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-446-2011-1,2011,2011,1,446,2.0,0.0,0.0,10.0,40.0,40.0,10.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-456-2011-1,2011,2011,1,456,1.0,0.0,2.0,5.0,60.0,25.0,8.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-483-2011-1,2011,2011,1,483,3.0,3.0,5.0,10.0,25.0,30.0,15.0,12.0,0.0,0.0,0.0,Unemployment,0.75
2011-484-2011-1,2011,2011,1,484,2.0,,,,,,,,,,,Unemployment,0.75
2011-498-2011-1,2011,2011,1,498,1.0,0.0,0.0,10.0,40.0,40.0,10.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-504-2011-1,2011,2011,1,504,1.0,0.0,5.0,24.0,35.0,35.0,1.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-506-2011-1,2011,2011,1,506,2.0,,,,,,,,,,,Unemployment,0.75
2011-507-2011-1,2011,2011,1,507,3.0,0.0,0.0,8.0,60.0,32.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-508-2011-1,2011,2011,1,508,2.0,0.0,0.0,5.0,30.0,40.0,24.0,1.0,0.0,0.0,0.0,Unemployment,0.75
2011-510-2011-1,2011,2011,1,510,2.0,0.0,0.0,0.0,25.0,60.0,15.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-516-2011-1,2011,2011,1,516,1.0,0.0,5.0,30.0,59.0,5.0,1.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-518-2011-1,2011,2011,1,518,2.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-520-2011-1,2011,2011,1,520,2.0,0.0,0.0,35.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-524-2011-1,2011,2011,1,524,2.0,0.0,5.0,10.0,30.0,30.0,20.0,5.0,0.0,0.0,0.0,Unemployment,0.75
2011-526-2011-1,2011,2011,1,526,2.0,0.0,0.0,10.0,30.0,50.0,10.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-527-2011-1,2011,2011,1,527,2.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-528-2011-1,2011,2011,1,528,1.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-532-2011-1,2011,2011,1,532,2.0,,,,,,,,,,,Unemployment,0.75
2011-535-2011-1,2011,2011,1,535,1.0,0.0,0.0,0.0,20.0,70.0,10.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-538-2011-1,2011,2011,1,538,2.0,0.0,5.0,35.0,45.0,10.0,5.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-540-2011-1,2011,2011,1,540,2.0,0.0,0.0,20.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-542-2011-1,2011,2011,1,542,1.0,0.0,0.0,5.0,10.0,30.0,30.0,20.0,5.0,0.0,0.0,Unemployment,0.75
2011-548-2011-1,2011,2011,1,548,2.0,0.0,0.0,55.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-549-2011-1,2011,2011,1,549,1.0,0.0,0.0,25.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-553-2011-1,2011,2011,1,553,2.0,0.0,0.0,25.0,40.0,20.0,10.0,5.0,0.0,0.0,0.0,Unemployment,0.75
2011-555-2011-1,2011,2011,1,555,1.0,0.0,0.0,30.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-556-2011-1,2011,2011,1,556,1.0,0.0,0.0,15.0,25.0,35.0,20.0,5.0,0.0,0.0,0.0,Unemployment,0.75
2011-557-2011-1,2011,2011,1,557,1.0,1.0,5.0,9.0,35.0,16.0,12.0,10.0,6.0,4.0,2.0,Unemployment,0.75
2011-558-2011-1,2011,2011,1,558,1.0,0.0,20.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-560-2011-1,2011,2011,1,560,2.0,0.0,0.0,5.0,15.0,40.0,20.0,15.0,5.0,0.0,0.0,Unemployment,0.75
2011-561-2011-1,2011,2011,1,561,2.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-563-2011-1,2011,2011,1,563,2.0,0.0,0.28,8.08,46.04,40.96,4.52,0.12,0.0,0.0,0.0,Unemployment,0.75
2011-564-2011-1,2011,2011,1,564,2.0,0.0,0.0,10.0,40.0,45.0,5.0,0.0,0.0,0.0,0.0,Unemployment,0.75
2011-568-2011-1,2011,2011,1,568,2.0,0.0,5.0,15.0,20.0,25.0,20.0,10.0,5.0,0.0,0.0,Unemployment,0.75
2011-407-2011-2,2011,2011,2,407,2.0,0.0,0.0,0.0,5.0,75.0,20.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-411-2011-2,2011,2011,2,411,2.0,0.0,0.0,5.0,20.0,55.0,20.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-420-2011-2,2011,2011,2,420,2.0,0.0,0.0,0.0,30.0,60.0,10.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-422-2011-2,2011,2011,2,422,1.0,2.0,3.0,10.0,15.0,37.0,30.0,3.0,0.0,0.0,0.0,Unemployment,0.5
2011-423-2011-2,2011,2011,2,423,2.0,0.0,0.0,3.0,35.0,40.0,20.0,2.0,0.0,0.0,0.0,Unemployment,0.5
2011-424-2011-2,2011,2011,2,424,1.0,0.0,1.0,1.0,20.0,55.0,20.0,1.0,1.0,1.0,0.0,Unemployment,0.5
2011-426-2011-2,2011,2011,2,426,2.0,0.0,0.0,5.0,15.0,65.0,15.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-431-2011-2,2011,2011,2,431,1.0,0.0,0.0,0.0,5.0,70.0,25.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-446-2011-2,2011,2011,2,446,2.0,0.0,0.0,7.0,19.0,40.0,26.0,8.0,0.0,0.0,0.0,Unemployment,0.5
2011-463-2011-2,2011,2011,2,463,2.0,0.0,1.0,5.0,30.0,50.0,10.0,4.0,0.0,0.0,0.0,Unemployment,0.5
2011-472-2011-2,2011,2011,2,472,2.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-483-2011-2,2011,2011,2,483,3.0,0.0,5.0,10.0,25.0,40.0,15.0,5.0,0.0,0.0,0.0,Unemployment,0.5
2011-484-2011-2,2011,2011,2,484,2.0,1.0,2.0,5.0,38.0,38.0,12.0,3.0,1.0,0.0,0.0,Unemployment,0.5
2011-498-2011-2,2011,2011,2,498,1.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-504-2011-2,2011,2011,2,504,1.0,0.0,1.0,19.0,30.0,45.0,5.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-506-2011-2,2011,2011,2,506,2.0,,,,,,,,,,,Unemployment,0.5
2011-507-2011-2,2011,2011,2,507,3.0,3.0,7.0,10.0,16.0,23.0,16.0,13.0,7.0,3.0,2.0,Unemployment,0.5
2011-508-2011-2,2011,2011,2,508,2.0,0.0,0.0,1.0,45.0,50.0,4.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-510-2011-2,2011,2011,2,510,2.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-516-2011-2,2011,2011,2,516,1.0,0.0,0.0,0.0,20.0,55.0,20.0,5.0,0.0,0.0,0.0,Unemployment,0.5
2011-518-2011-2,2011,2011,2,518,2.0,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-520-2011-2,2011,2011,2,520,2.0,0.0,0.0,0.0,10.0,70.0,20.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-523-2011-2,2011,2011,2,523,2.0,1.76,2.91,4.85,8.09,13.48,22.47,15.73,12.58,10.07,8.06,Unemployment,0.5
2011-524-2011-2,2011,2011,2,524,2.0,0.0,0.0,0.0,10.0,30.0,40.0,20.0,0.0,0.0,0.0,Unemployment,0.5
2011-526-2011-2,2011,2011,2,526,2.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-527-2011-2,2011,2011,2,527,2.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-532-2011-2,2011,2011,2,532,2.0,,,,,,,,,,,Unemployment,0.5
2011-533-2011-2,2011,2011,2,533,1.0,0.0,0.0,5.0,15.0,75.0,5.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-535-2011-2,2011,2011,2,535,1.0,0.0,0.0,0.0,15.0,70.0,15.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-540-2011-2,2011,2011,2,540,2.0,0.0,0.0,15.0,25.0,45.0,15.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-542-2011-2,2011,2011,2,542,1.0,0.0,0.0,5.0,10.0,30.0,30.0,20.0,5.0,0.0,0.0,Unemployment,0.5
2011-546-2011-2,2011,2011,2,546,1.0,0.0,0.0,5.0,20.0,35.0,25.0,10.0,5.0,0.0,0.0,Unemployment,0.5
2011-548-2011-2,2011,2011,2,548,2.0,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-549-2011-2,2011,2011,2,549,1.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-553-2011-2,2011,2011,2,553,2.0,0.0,0.0,0.0,25.0,40.0,20.0,10.0,5.0,0.0,0.0,Unemployment,0.5
2011-555-2011-2,2011,2011,2,555,1.0,0.0,0.0,0.0,10.0,60.0,30.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-556-2011-2,2011,2011,2,556,1.0,0.0,0.0,15.0,25.0,35.0,20.0,5.0,0.0,0.0,0.0,Unemployment,0.5
2011-557-2011-2,2011,2011,2,557,1.0,0.0,0.0,10.0,20.0,45.0,20.0,5.0,0.0,0.0,0.0,Unemployment,0.5
2011-558-2011-2,2011,2011,2,558,1.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-559-2011-2,2011,2011,2,559,1.0,0.0,0.0,0.0,15.0,35.0,40.0,10.0,0.0,0.0,0.0,Unemployment,0.5
2011-561-2011-2,2011,2011,2,561,2.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,Unemployment,0.5
2011-563-2011-2,2011,2011,2,563,2.0,0.0,0.0,0.28,11.44,79.04,9.16,0.08,0.0,0.0,0.0,Unemployment,0.5
2011-564-2011-2,2011,2011,2,564,2.0,,,,,,,,,,,Unemployment,0.5
2011-568-2011-2,2011,2011,2,568,2.0,0.0,0.0,0.0,15.0,35.0,35.0,10.0,5.0,0.0,0.0,Unemployment,0.5
2011-407-2011-3,2011,2011,3,407,2.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2011-420-2011-3,2011,2011,3,420,2.0,0.0,0.0,0.0,55.0,45.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2011-422-2011-3,2011,2011,3,422,1.0,5.0,10.0,15.0,37.0,30.0,3.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2011-423-2011-3,2011,2011,3,423,2.0,,,,,,,,,,,Unemployment,0.25
2011-426-2011-3,2011,2011,3,426,2.0,0.0,0.0,15.0,60.0,25.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2011-431-2011-3,2011,2011,3,431,1.0,0.0,0.0,5.0,45.0,50.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
2011-433-2011-3,2011,2011,3,433,2.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,Unemployment,0.25
